"x"
"MARCKS"
"ZEB2"
"CD79B"
"MIR2052HG"
"TMEM255A"
"HLA-DQB1"
"PLXDC2"
"CCR10"
"SLC24A3"
"C1QA"
"TMTC2"
"RUNX2"
"FGFBP2"
"F13A1"
"MEIKIN"
"NKAIN2"
"DLG2"
"RBMS3"
"LINC00926"
"AUTS2"
"TNFRSF21"
"RTN1"
"CSF1R"
"TP63"
"NCAM1"
"PLEKHG1"
"DACH1"
"RASAL2"
"LINC02147"
"AXL"
"TOX"
"VNN3"
"PTGS2"
"LGALS1"
"PHEX"
"RTKN2"
"LSAMP"
"KCNH8"
"FCN1"
"IKZF2"
"CREB5"
"KLRB1"
"CDK14"
"C5orf17"
"AC013652.1"
"CST7"
"LRRC7"
"CALHM6"
"AC007100.1"
"HBA2"
"NAALADL2"
"KLRC1"
"SLCO5A1"
"PALD1"
"G0S2"
"HES1"
"COL24A1"
"LINC02506"
"DYSF"
"SCN9A"
"FMN1"
"TRBC1"
"SEL1L3"
"TRGC1"
"LRP1B"
"RNF144B"
"WDR49"
"KHDRBS2"
"CTSS"
"KLRD1"
"AC120193.1"
"ADAM28"
"SETBP1"
"IL2RB"
"DTNA"
"ARHGAP24"
"NCKAP5"
"P3H2"
"AC103591.3"
"AC004585.1"
"BNC2"
"SLC35F3"
"NELL2"
"STEAP1B"
"AC006581.2"
"FCER2"
"LARGE1"
"DERL3"
"PARD3B"
"LTB"
"KCNMA1"
"DPYD"
"ALCAM"
"MIR99AHG"
"PTPN13"
"SNTG2"
"NTNG1"
"AL355076.2"
"MGST1"
"LRRK2"
"SCN1A-AS1"
"COTL1"
"CADM2"
"SSPN"
"AC007381.1"
"TNFAIP6"
"MAFB"
"TYROBP"
"DISC1FP1"
"LYN"
"AP002075.1"
"AC061958.1"
"SLIT2"
"SPOCK3"
"HBA1"
"SGO1-AS1"
"PAPSS2"
"PPP2R2B"
"PDGFD"
"SEMA5A"
"PTPN3"
"TRGC2"
"IGLV10-54"
"ADAM23"
"ACTB"
"MSR1"
"SERPINF1"
"CRIP1"
"FGL2"
"SAMD4A"
"ANKRD22"
"KLRF1"
"RBM47"
"AJAP1"
"FGF13"
"CHODL"
"NRCAM"
"RRP12"
"IFITM2"
"MCTP1"
"ST18"
"AC019197.1"
"BLNK"
"PACSIN1"
"GRIK2"
"IFI27"
"S100A4"
"TYMP"
"NEAT1"
"AL050309.1"
"CD22"
"AC093865.1"
"TMTC1"
"TPM2"
"APOBEC3A"
"SGCD"
"TGFBR3"
"CR1"
"LINC01572"
"CENPF"
"MIR4422HG"
"AC034195.1"
"LINC01505"
"AC139720.1"
"DENND5B"
"MS4A4E"
"ADAM12"
"KCNJ15"
"PTPRM"
"AC005699.1"
"CYYR1"
"AC132153.1"
"MEGF9"
"CD86"
"MNDA"
"TNFSF10"
"PLAUR"
"DUSP4"
"IGHGP"
"CD83"
"TXNDC5"
"DMXL2"
"ZPLD1"
"CLEC7A"
"GPR15"
"EGFL7"
"KLRC2"
"SPRED1"
"IL2RA"
"MID1"
"SH3RF1"
"LINC00299"
"ISG15"
"SPOCK1"
"ACSM3"
"PDGFC"
"LINC00877"
"MS4A6A"
"RUBCNL"
"IL12RB2"
"GBP1"
"CCL3"
"IFIT3"
"DLGAP1"
"SERPINB2"
"AKAP6"
"TMC1"
"PTPRG"
"PRLR"
"IRF7"
"AC079142.1"
"IRF4"
"GPR39"
"CYP46A1"
"DOCK4"
"CEBPB"
"SEMA3C"
"KLRC3"
"TSBP1-AS1"
"PELI1"
"FRMD4B"
"P2RY14"
"PTX3"
"PRR16"
"MYOF"
"MYO1E"
"SDK1"
"MROH9"
"DANT2"
"KCNQ5"
"IGHG3"
"AP001266.2"
"AP001825.1"
"JAK2"
"CCDC200"
"MAML3"
"ZNF521"
"GAB2"
"CD14"
"PPM1L"
"SLC41A2"
"DENND5B-AS1"
"AL359915.1"
"SLC7A11"
"SOX4"
"ST6GALNAC3"
"CPED1"
"FLT3"
"LIN7A"
"PRSS57"
"CTSW"
"AC020916.1"
"AC007368.1"
"CD1E"
"LINC01122"
"AC008691.1"
"AC020651.2"
"ID2"
"DUSP6"
"SAMD12"
"AHR"
"FOXP3"
"AL136962.1"
"FRY"
"IRAK3"
"AL035446.2"
"MIR646HG"
"LINC01934"
"AP000446.1"
"OR3A2"
"AC097375.1"
"XACT"
"OPCML"
"P2RY12"
"KIF13A"
"DLEU1"
"TPRG1"
"ARHGAP6"
"CCL3L1"
"CXCL9"
"LINC01876"
"S100A6"
"NPSR1-AS1"
"AL445213.2"
"AC068051.1"
"FCRL5"
"ATP8B4"
"KIAA0825"
"AC134312.4"
"LRRC25"
"KYNU"
"GNG7"
"NIPAL1"
"ZBTB16"
"LINC01013"
"SLC26A7"
"AR"
"LINC02446"
"CPVL"
"TBC1D9"
"NCEH1"
"APP"
"CRPPA"
"KRT1"
"SEZ6L"
"S100Z"
"IL32"
"OVCH1-AS1"
"FCHSD2"
"MEF2C"
"SNED1"
"AOAH"
"RGS2"
"SPI1"
"TEX14"
"CCDC171"
"LDB2"
"NR4A3"
"AC011498.1"
"IL1R2"
"CSF3R"
"ROR2"
"PRKD1"
"TPTE2"
"TBXAS1"
"ARHGAP26"
"A2M"
"S100A11"
"VCAN-AS1"
"FHIT"
"SORCS3"
"ANK3"
"BASP1"
"PZP"
"MAP7"
"AC077690.1"
"GRK3"
"STK33"
"IL15"
"HIP1"
"ADGRE2"
"EXT1"
"MBOAT4"
"AL355612.1"
"LPAR1"
"KRT5"
"MPEG1"
"AL157871.4"
"LYST"
"RHOC"
"MSRB3"
"GREM2"
"CD8B"
"TLR9"
"GALNT14"
"CDK6"
"FGD4"
"ZDHHC14"
"TBC1D8"
"PTPRK"
"COL4A3"
"BCL2"
"TMX4"
"LINC02161"
"AL163932.1"
"PDZRN3"
"HCK"
"VPREB3"
"SLC22A15"
"FAM171B"
"SCHLAP1"
"AC006974.2"
"BIRC5"
"PLEKHG2"
"SNCA"
"TLR2"
"ST8SIA1"
"C5AR1"
"AC104819.3"
"MAMDC2-AS1"
"HHIPL2"
"WNT9A"
"HSPA2"
"RRAD"
"AC022325.2"
"PLEKHG4B"
"TBC1D12"
"PLCB4"
"UBE2E2"
"RIN2"
"ACOT11"
"SGK1"
"NCF1"
"AC011287.1"
"DDR2"
"HMGB2"
"BACH2"
"GCH1"
"AL109930.1"
"LINC02397"
"GATA2"
"SMIM24"
"RPS4Y1"
"C1orf21"
"ITGAX"
"LGALS2"
"CACNA2D3"
"CCDC88A"
"CCDC183"
"SCLT1"
"IFNG"
"AC119674.1"
"MGAT3"
"MARCH1"
"LHFPL6"
"MAF"
"ANGPT1"
"AC131237.1"
"MYO16"
"SMOC1"
"AL162414.1"
"TNFAIP2"
"TPX2"
"PRDM16"
"TROAP"
"PPP1R14A"
"SCAMP5"
"CLVS1"
"TMSB4X"
"SLC11A1"
"RRM2"
"ADRB1"
"SAMD3"
"KLRG1"
"PADI4"
"PTTG1"
"SLC24A4"
"MACC1"
"ALOX5AP"
"YBX3"
"AC122697.1"
"LINC02432"
"LILRB2"
"GTSE1"
"AC016152.1"
"AC124254.2"
"GBP5"
"CYBB"
"PDE4B"
"IGFBP7"
"MITF"
"RAB11FIP1"
"NCR1"
"NHS"
"CLEC12A"
"PPP1R42"
"LINC02550"
"IGHV3-23"
"DTHD1"
"NETO1"
"RAB31"
"SLC16A10"
"MARCH3"
"VAV3-AS1"
"MIR3681HG"
"HES4"
"MECOM"
"RIPK2"
"PCAT1"
"ACTG1"
"AC092723.5"
"STARD13"
"AL121935.1"
"ENOX1"
"WDFY3"
"CSGALNACT1"
"ANGPTL1"
"AC246817.1"
"CLNK"
"CACNB4"
"TRBC2"
"SULF2"
"C12orf75"
"MSC-AS1"
"CX3CR1"
"AL365295.1"
"SYCP2L"
"PECAM1"
"PJVK"
"FCRL2"
"AL157911.1"
"MT2A"
"AC244502.1"
"LIMCH1"
"MYB"
"LINC01208"
"AC097654.1"
"RGN"
"NIBAN1"
"PHACTR1"
"AL031599.1"
"CENPP"
"GAS7"
"MAGI2"
"ASTL"
"LMCD1-AS1"
"AP002989.1"
"AC073529.1"
"CTSL"
"KANK1"
"GPBAR1"
"CD68"
"APBA1"
"EPB41L3"
"IFI44L"
"AC064834.1"
"UTY"
"AL512658.2"
"LINC01725"
"MIR181A1HG"
"CLIC4"
"WDFY4"
"ADAMTSL4-AS1"
"LINC01320"
"MOB3B"
"WNT2B"
"LGMN"
"OLFM1"
"KLF4"
"LINC01705"
"IGKV3-11"
"THSD7A"
"AC089985.1"
"TRPS1"
"AL160272.1"
"NLGN1"
"TMEM132B"
"ABHD5"
"LINC00470"
"PRRG1"
"RXFP1"
"OLR1"
"AC090579.1"
"CPPED1"
"XCL2"
"FAR2"
"CYP7B1"
"AC034238.1"
"SUCLG2-AS1"
"GIHCG"
"DOCK5"
"NCALD"
"AC002480.2"
"TPD52"
"ESRRB"
"CCL2"
"INPP4B"
"SLC26A8"
"CNR2"
"AC026341.1"
"AC139769.2"
"NOS1AP"
"NCAM2"
"MPPED2"
"MDK"
"AP000829.1"
"CTDSPL"
"LEF1"
"DOCK3"
"TSHZ3"
"AC008014.1"
"RNF175"
"AL592429.2"
"CALCB"
"AK8"
"CEBPD"
"AL050403.2"
"TNFRSF17"
"GNAQ"
"IGHA1"
"AP001636.3"
"GLT1D1"
"RFX2"
"AC122685.1"
"SGMS2"
"ABCA1"
"COL5A2"
"ZNF704"
"C12orf56"
"TAFA2"
"PYHIN1"
"IGSF6"
"TENT5A"
"MAMDC2"
"MX1"
"AC083837.1"
"L3MBTL4"
"NEXMIF"
"RGL1"
"SLC24A2"
"HESX1"
"MAP1A"
"RAP2C-AS1"
"ARHGAP22"
"DAPK1"
"DUSP2"
"KLHL14"
"KIAA1958"
"SIGLEC10"
"EPAS1"
"CYP4F22"
"ROBO1"
"AP000282.1"
"BACE2"
"AC008403.3"
"NR6A1"
"SLC1A3"
"PLAGL1"
"IRS2"
"CLEC4E"
"MAP3K13"
"MYBL1"
"CEP128"
"PLBD1"
"ZNF385D"
"NEURL1"
"PLD1"
"VMP1"
"RORA"
"SWAP70"
"MEF2C-AS1"
"LAMC1"
"RNF24"
"ZSWIM6"
"ADAMTS17"
"ENTPD1"
"GRN"
"C3AR1"
"AC078785.1"
"ZNF683"
"CA3"
"IL7R"
"BACH1"
"PTPRE"
"ST8SIA6"
"CLMN"
"HLA-DMA"
"CES1"
"FAM30A"
"LUCAT1"
"S100A10"
"LINC01146"
"ASPM"
"EFR3B"
"AC040168.1"
"TK1"
"AF196972.1"
"FOS"
"CAMK2D"
"DST"
"ZC3H12B"
"LINC00534"
"POU6F2"
"LINC01852"
"AC114977.1"
"CACNG4"
"TMEM176B"
"CD8A"
"MPO"
"FAM110A"
"FAM49A"
"LINC02356"
"NLRP3"
"NLRP12"
"ITGA9-AS1"
"AL162493.1"
"ADAM19"
"TREM1"
"NR4A1"
"HOPX"
"ACER3"
"FAM13A"
"LINC00571"
"IGLC7"
"TOP2A"
"FAM198B-AS1"
"AGFG2"
"SYT1"
"RNASE6"
"LINC01226"
"TNFAIP3"
"TAFA1"
"PLCL1"
"AL392086.3"
"AC096711.2"
"MBOAT2"
"LINC00907"
"JAM2"
"TNFRSF1B"
"AC009093.2"
"AC116337.3"
"PAK1"
"AL732509.1"
"CACNB2"
"SPECC1"
"AZIN1-AS1"
"AP001347.1"
"PILRA"
"BCL7A"
"AP000820.2"
"DGKG"
"THEMIS"
"AFDN"
"ANO5"
"EPB41L2"
"CRISPLD2"
"SMPD3"
"EVI5"
"LINC01684"
"RGS18"
"NFIA"
"ENPP2"
"ESR1"
"SYTL2"
"AC020656.1"
"LINC01163"
"FNDC3B"
"Z99758.1"
"AL512306.2"
"LRFN2"
"COL28A1"
"LRRD1"
"HEPHL1"
"AL162718.1"
"AL023581.1"
"AC068189.2"
"ANKRD62"
"Z93403.1"
"ITGB1"
"AC104809.2"
"FAAH2"
"PALM2-AKAP2"
"AL034397.3"
"DLEU7"
"LINC01781"
"LINC01871"
"CFP"
"MIR924HG"
"AC108879.1"
"AL807742.1"
"ENTPD3"
"SLC2A13"
"AL359232.1"
"TNS3"
"CYB561A3"
"IGF2BP2"
"AL136441.1"
"STK3"
"GRIP1"
"RBFOX1"
"ZFHX3"
"AP003086.1"
"PTGDR"
"VAMP5"
"U91328.2"
"CTTNBP2"
"AL355881.1"
"STRBP"
"RUSC2"
"SLC30A8"
"WDR66"
"SLC31A2"
"ABCG2"
"C5orf64"
"PGM5"
"PARD6G-AS1"
"SH2D1B"
"AC244131.2"
"DCLK2"
"LINC01473"
"AP001831.1"
"KREMEN1"
"ELAVL4"
"HS6ST2"
"SLC9C2"
"TBC1D4"
"RGS1"
"COLQ"
"BTNL9"
"LINC01393"
"MED12L"
"MYO3B"
"AC243829.2"
"RAB20"
"PIK3AP1"
"CATSPERE"
"TSHR"
"RNLS"
"DHRS7B"
"LGALSL-DT"
"BEND6"
"LCNL1"
"LINC01727"
"LPCAT2"
"MT1E"
"DENND1A"
"ARHGAP29"
"CD19"
"AL353660.1"
"FANCC"
"EPHA4"
"SPATS2L"
"TUBA1B"
"CTBP2"
"AC100793.2"
"PLEKHA5"
"PKIA-AS1"
"TMEM144"
"AC092809.4"
"AC016683.1"
"ARPP21"
"CASC9"
"WNK2"
"GATA3-AS1"
"AC129507.2"
"AP001025.1"
"AL133475.1"
"SCGB2B2"
"FOSL1"
"AL356108.1"
"PGBD5"
"AC019117.2"
"HIVEP3"
"HULC"
"UST"
"ANKRD6"
"GUCY1A1"
"MIR222HG"
"CD160"
"EPB41L4A"
"LONRF3"
"FOXD2"
"KIAA1211"
"GRPEL2-AS1"
"COBL"
"ARHGAP20"
"MIR100HG"
"TERB1"
"FTH1"
"C8orf37-AS1"
"CALCRL"
"FBN2"
"ABCC3"
"HLA-DQA2"
"CSF2RA"
"NHSL1"
"LY86-AS1"
"AC253572.2"
"CMTM8"
"PRKN"
"GRAMD1B"
"CTSZ"
"PELI2"
"AGBL4"
"IQCK"
"RASGRP3"
"ADGRG1"
"IL1RAP"
"AC016821.1"
"AC093675.1"
"AC007277.1"
"AC025171.5"
"TMEM178B"
"PRSS3"
"AC044781.1"
"AC010198.1"
"AL138694.1"
"RNF152"
"CYYR1-AS1"
"PPP1R9A"
"STAP1"
"EPSTI1"
"PTCHD1-AS"
"TFEC"
"SATB2"
"LINC02785"
"STX11"
"LINC01033"
"CASC15"
"TRIM2"
"TMEM170B"
"ADGRE5"
"COPG2"
"TESK2"
"PTK2"
"OTUD7B"
"RAB39A"
"BICC1"
"AC106729.1"
"HPGD"
"CRADD"
"P2RX1"
"MCU"
"QKI"
"GPR183"
"SAMSN1"
"GBP4"
"TEX41"
"AC078881.1"
"RILPL2"
"CORO2B"
"E2F1"
"ZMAT4"
"AL592295.4"
"XRCC4"
"AL513166.1"
"SNX10"
"AL512603.2"
"MAP3K20"
"CPNE5"
"SLC8A1-AS1"
"AL138828.1"
"SGIP1"
"ADCY9"
"TCL1B"
"AC092376.1"
"NECTIN3-AS1"
"CXCL13"
"RAB3C"
"AC008728.1"
"AL117344.2"
"KCNQ3"
"LRRC49"
"RPS6KA6"
"GMDS-DT"
"ST6GALNAC5"
"PPEF2"
"CDCA8"
"ERG"
"PHYHD1"
"DAPK2"
"LAMP5"
"DISP1"
"MXD1"
"EPS8"
"MIR181A2HG"
"PLA2G4A"
"SRGN"
"RETN"
"ABCB4"
"DNM3"
"SOD2"
"DLEU2"
"ATF3"
"ST3GAL6"
"ANPEP"
"CIITA"
"RGCC"
"KCTD12"
"AL158198.1"
"PSTPIP2"
"LINC00968"
"LRRK1"
"PKIB"
"PPM1H"
"SLC2A3"
"CYP3A7"
"EML6"
"ATG7"
"IL7"
"TNFRSF13B"
"AP002852.1"
"NEFL"
"OTUD7A"
"AC015849.1"
"SPINK2"
"DPH6"
"TIGIT"
"SKAP2"
"FRMD3"
"KLRK1"
"RASGEF1B"
"AL450352.1"
"LINC01644"
"TMEM38A"
"SCN3A"
"UTRN"
"PRTFDC1"
"RNF165"
"TEC"
"AL590006.1"
"WWC2"
"MT-CO1"
"AC007319.1"
"OSBPL1A"
"IFRD1"
"AC246817.2"
"NPC2"
"PIP5K1B"
"PDE7B"
"PRDM1"
"TNFSF13B"
"CDA"
"MCTP2"
"GCNT2"
"AGAP1"
"DAAM1"
"AC025887.2"
"TUBA1A"
"PPARG"
"AK5"
"AC099063.1"
"EMILIN2"
"PLEK"
"FLNB"
"AC114763.1"
"BAZ2B"
"TENT5C"
"SYAP1"
"SECTM1"
"LINC02246"
"RFTN2"
"EEPD1"
"LINC01266"
"LRRC36"
"TRAV8-5"
"ARHGAP44"
"IGFBP4"
"RGS16"
"BOK-AS1"
"RORB"
"POU2F2"
"TSBP1"
"CPNE8"
"AC006299.1"
"LINC00892"
"CLSPN"
"CHAF1B"
"CCDC102B"
"FLVCR2"
"AC138409.3"
"LINC01605"
"AP003778.1"
"AC021491.1"
"HRH4"
"VWA5B1"
"DTL"
"CACNA1B"
"AC068254.1"
"MAK"
"PYCARD"
"ANTXR2"
"RNF130"
"AC084816.1"
"SYK"
"ERVMER61-1"
"JAKMIP2"
"SLC22A16"
"C9orf72"
"AP1S2"
"INVS"
"AL355075.4"
"BMP2K"
"DIRC3"
"JDP2"
"AC233976.1"
"SERPINE1"
"LINC00278"
"TYMS"
"ALOX5"
"LATS2-AS1"
"MAST4"
"GK"
"ROR1"
"AL009177.1"
"AC104123.1"
"ABTB2"
"MERTK"
"PDLIM5"
"SIPA1L1"
"EPHB2"
"AC090630.1"
"SLC9A7"
"EAF2"
"KHDRBS3"
"CACNA1D"
"AC024382.1"
"SLC44A5"
"LINC00662"
"RNF212B"
"RSAD2"
"OASL"
"FGD2"
"TMEM117"
"AL158801.2"
"ZSWIM5"
"CCNT2-AS1"
"TXK"
"AC079447.1"
"TRIO"
"ACVR1C"
"IFI44"
"THRB"
"LINC00334"
"PLSCR1"
"KCNMB4"
"KSR1"
"MCOLN2"
"EGLN3"
"FAM78B"
"EMILIN1"
"OSTN"
"AC109361.1"
"AC008937.1"
"VPS37D"
"GLDC"
"AL137847.2"
"LINC00640"
"LINC00923"
"AC129507.1"
"ITCH-AS1"
"CCDC73"
"LINC01857"
"GPD2"
"SIGLEC1"
"DEPDC1B"
"CAV3"
"AC019117.1"
"AC105180.2"
"LINC02652"
"ANKRD28"
"MAP3K21"
"IQCH"
"RASGRF2"
"TSPAN5"
"SH3RF3"
"HLA-DMB"
"LGR6"
"AL357873.1"
"PTGFR"
"WNT3A"
"AL390860.1"
"OR2G6"
"SNTG2-AS1"
"KCNH7"
"AC010735.2"
"GRM7-AS1"
"ZBED2"
"ITGB5-AS1"
"AC072028.1"
"AC026316.5"
"AC108734.4"
"KNG1"
"OSTN-AS1"
"AC022463.1"
"ERVMER34-1"
"FAM47E"
"NAA11"
"AC012629.2"
"MRPS30-DT"
"ELOVL7"
"LINC00222"
"TBX20"
"DYNC1I1"
"TRBV20-1"
"AC021242.3"
"FGL1"
"AC107959.3"
"PBK"
"AC021744.1"
"AC011676.3"
"ALDOB"
"FAM166A"
"AC068707.1"
"LIPF"
"FFAR4"
"ELOVL3"
"TRIM6"
"AC090469.1"
"OOSP1"
"JRKL-AS1"
"ROBO4"
"ADAMTS8"
"AC008115.4"
"UBE2L5"
"TNFSF11"
"CCDC168"
"TRAV12-1"
"TRAV34"
"AL136298.1"
"LINC02285"
"AL133367.1"
"LINC00221"
"PKMYT1"
"AC108134.4"
"AC074050.3"
"AC106736.1"
"MAFTRR"
"AC004706.1"
"AC090774.2"
"ITGB3"
"AC080038.2"
"CACNG1"
"AP000897.2"
"AC105227.1"
"LINC01416"
"LINC01791"
"OXT"
"LINC01271"
"EEF1A2"
"CHODL-AS1"
"SRPX"
"ARR3"
"PNCK"
"UBXN10"
"AC243772.2"
"KLHDC9"
"AC092803.2"
"AC096642.1"
"LINC02814"
"OR2C3"
"AC096570.1"
"AC079584.2"
"AC126182.3"
"GPR87"
"AC006296.3"
"AC116651.1"
"ARSJ"
"MYOZ2"
"FREM3"
"AC010442.1"
"LINC02242"
"ADAMTS2"
"AL035696.3"
"AL031123.5"
"AC104964.2"
"SLC16A9"
"ADAMTS14"
"PDE6H"
"AL161717.1"
"DOCK9-AS1"
"AF111169.3"
"OCA2"
"AC015914.1"
"AC026992.2"
"AC092720.1"
"AC087392.3"
"AC025627.1"
"CCL8"
"DLX4"
"PPP4R1-AS1"
"AD000671.3"
"AL121899.1"
"TMEM143"
"FCGR1A"
"MICAL2"
"CCDC30"
"HCAR3"
"TMEM163"
"CHST15"
"MIR31HG"
"NRIP1"
"PRAM1"
"AL139383.1"
"AL110114.1"
"LILRB1"
"BRCA2"
"NCF2"
"FOXO3"
"HDX"
"CEP112"
"AP001021.3"
"TMCC2"
"TCF4-AS1"
"AC025287.4"
"AC244453.3"
"SPTSSB"
"AC019131.1"
"AL359813.1"
"TRBV18"
"CCDC3"
"SLC7A9"
"GRM7-AS3"
"AC125613.1"
"AC022217.2"
"AC079760.1"
"AC002454.1"
"FOXP2"
"AC022211.2"
"GLCCI1"
"MAP3K8"
"SATB1-AS1"
"GSN"
"MACROD2"
"PARP14"
"AC073840.1"
"AL450992.3"
"FCRL3"
"ARHGAP31"
"C15orf41"
"UGGT2"
"LRRN3"
"MICU1"
"P2RY6"
"WWOX"
"P2RX7"
"ANO10"
"CLIC2"
"AC097662.1"
"FOSB"
"MLLT3"
"CAMSAP2"
"SESTD1"
"FAM222B"
"GSTP1"
"LAP3"
"GSTCD"
"NUGGC"
"CTTNBP2NL"
"AC130324.2"
"CENPU"
"IFI6"
"GASK1B"
"AC021851.2"
"C20orf194"
"SEC22A"
"SLCO3A1"
"AC004817.5"
"RANBP17"
"DPYSL2"
"KDM2B-DT"
"HLCS"
"CHN1"
"PCCA"
"AC104389.5"
"PACRG"
"ADAMTS6"
"SLC49A4"
"AC104823.1"
"AC138304.1"
"SPSB1"
"AC073332.1"
"HNMT"
"GPHN"
"AC025569.1"
"DIAPH2"
"ANXA9"
"AC133552.5"
"AC067751.1"
"MME"
"TRBV23-1"
"AC010615.2"
"IL3RA"
"AC116362.1"
"ITGA9"
"PIGZ"
"GRAMD1C"
"OAS1"
"PLXNC1"
"ERN1"
"AC046134.2"
"CPM"
"MTMR8"
"CR2"
"RHOB"
"WWTR1"
"ZNF438"
"LILRA5"
"TEX9"
"S100A12"
"TRAF4"
"CDYL2"
"HERC5"
"MCF2"
"LINC00884"
"CEP126"
"SLC25A43"
"AC010168.1"
"EPN2"
"ALDH2"
"SPIDR"
"SYNE2"
"ARHGAP42"
"SLC30A4"
"NIPAL2"
"AC004160.1"
"ST8SIA6-AS1"
"RHOBTB1"
"SUGCT"
"ME1"
"PRKY"
"HMGA2"
"AC090204.1"
"MICAL3"
"AC104211.1"
"FCAR"
"AP005329.2"
"SULT2B1"
"SIRPD"
"HMGA1P4"
"LINC02227"
"TRPC3"
"LAIR2"
"STMN1"
"CASP5"
"MYO1D"
"PDE3B"
"MAL"
"ZC4H2"
"TRAC"
"CD200"
"CFH"
"SEMA6A"
"C1orf162"
"GARNL3"
"GAS2L3"
"LINC02725"
"BTBD11"
"AC090825.1"
"KMO"
"LINC02391"
"TMEM182"
"CYTH3"
"ETV6"
"COCH"
"FCRLA"
"LINC02068"
"ANXA2"
"AREG"
"FBXO36"
"IFT74"
"AC006230.1"
"ARHGEF40"
"TMEM164"
"CPEB3"
"RMDN2"
"LDLRAD3"
"SRGAP1"
"SMC6"
"ATP2B1-AS1"
"UFL1-AS1"
"GFOD1"
"PTAFR"
"IGSF11"
"KCNK17"
"RASSF8"
"KCNG1"
"CCNB2"
"EIF1B-AS1"
"GTDC1"
"MB21D2"
"NEDD4L"
"GCSAML"
"U91324.1"
"AC010880.1"
"STEAP3-AS1"
"AF233439.1"
"SLC14A2-AS1"
"HAMP"
"MAGI3"
"MAN1A1"
"SYT17"
"ZNF710"
"GLUL"
"GMNN"
"PATJ"
"ICOS"
"ALG14"
"PRSS23"
"CCDC138"
"GPLD1"
"KTN1-AS1"
"AC104035.1"
"HDAC8"
"C2CD6"
"NAAA"
"FUT8"
"SUSD4"
"ZDHHC17"
"MAPKAPK2"
"ATP2B1"
"UBTD1"
"ADGRG5"
"PKD1L1"
"ZFYVE9"
"PPFIBP1"
"C12orf42"
"UBASH3B"
"FCGR3B"
"LINC00298"
"CCNJL"
"AC021613.1"
"SDC2"
"TSPAN9"
"MYBPC1"
"HNF1A-AS1"
"AC105411.1"
"CDT1"
"MTCL1"
"AC092296.2"
"AL022476.1"
"TAF9"
"RFPL1S"
"IFIT1"
"ADAM9"
"ARHGAP32"
"MIR4435-2HG"
"PPP1R14B"
"LEPR"
"ZBTB46"
"TPST1"
"ZNF713"
"PFN1"
"EPHA2"
"FSIP2"
"MOB1B"
"TLR10"
"ADAM22"
"QPCTL"
"DNAJC18"
"SLC2A9"
"TMEM63C"
"OSCAR"
"CD200R1"
"LINC00937"
"LINC02795"
"KIF14"
"AC108690.1"
"LKAAEAR1"
"MOXD1"
"AC011257.1"
"AL121929.2"
"DIAPH3"
"RPL34-AS1"
"IGSF10"
"ARL9"
"NDST1-AS1"
"TSPAN18-AS1"
"AP003500.1"
